message;severity;node;stamp;location
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.572191])";"30";"turtlesim2.sim";"1729242328.593245952";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.574594])";"30";"turtlesim3.sim";"1729242328.584560407";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.574594])";"30";"turtlesim2.sim";"1729242328.576905833";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.576998])";"30";"turtlesim3.sim";"1729242328.568230566";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.576998])";"30";"turtlesim2.sim";"1729242328.561175795";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.579402])";"30";"turtlesim3.sim";"1729242328.552563272";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.579402])";"30";"turtlesim2.sim";"1729242328.544826225";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.581805])";"30";"turtlesim3.sim";"1729242328.535892706";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.581805])";"30";"turtlesim2.sim";"1729242328.529449024";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.584209])";"30";"turtlesim3.sim";"1729242328.520128714";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.584209])";"30";"turtlesim2.sim";"1729242328.513628712";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.586613])";"30";"turtlesim3.sim";"1729242328.503855540";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.586613])";"30";"turtlesim2.sim";"1729242328.497612223";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.589016])";"30";"turtlesim3.sim";"1729242328.488027758";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.589016])";"30";"turtlesim2.sim";"1729242328.481432200";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.591420])";"30";"turtlesim3.sim";"1729242328.472037159";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.591420])";"30";"turtlesim2.sim";"1729242328.464994721";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.593824])";"30";"turtlesim3.sim";"1729242328.456062925";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.593824])";"30";"turtlesim2.sim";"1729242328.448721984";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.596227])";"30";"turtlesim3.sim";"1729242328.440689075";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.596227])";"30";"turtlesim2.sim";"1729242328.433740799";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.598631])";"30";"turtlesim3.sim";"1729242328.423958426";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.598631])";"30";"turtlesim2.sim";"1729242328.417117995";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.601035])";"30";"turtlesim3.sim";"1729242328.408368781";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.601035])";"30";"turtlesim2.sim";"1729242328.401251876";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.603438])";"30";"turtlesim3.sim";"1729242328.392013196";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.603438])";"30";"turtlesim2.sim";"1729242328.385566657";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.605842])";"30";"turtlesim3.sim";"1729242328.376782363";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.605842])";"30";"turtlesim2.sim";"1729242328.369169788";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.608246])";"30";"turtlesim3.sim";"1729242328.359915770";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.608246])";"30";"turtlesim2.sim";"1729242328.353362750";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.610649])";"30";"turtlesim3.sim";"1729242328.344759839";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.610649])";"30";"turtlesim2.sim";"1729242328.337728069";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.613053])";"30";"turtlesim3.sim";"1729242328.328412160";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.613053])";"30";"turtlesim2.sim";"1729242328.321020044";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.615457])";"30";"turtlesim3.sim";"1729242328.311921582";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.615457])";"30";"turtlesim2.sim";"1729242328.305371976";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.617860])";"30";"turtlesim3.sim";"1729242328.296507216";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.617860])";"30";"turtlesim2.sim";"1729242328.289002322";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.620264])";"30";"turtlesim3.sim";"1729242328.280480535";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.620264])";"30";"turtlesim2.sim";"1729242328.272867232";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.622668])";"30";"turtlesim3.sim";"1729242328.264531355";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.622668])";"30";"turtlesim2.sim";"1729242328.256989123";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.625071])";"30";"turtlesim3.sim";"1729242328.248370846";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.625071])";"30";"turtlesim2.sim";"1729242328.240728267";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.627475])";"30";"turtlesim3.sim";"1729242328.232425151";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.627475])";"30";"turtlesim2.sim";"1729242328.225536714";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.629879])";"30";"turtlesim3.sim";"1729242328.215940459";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.629879])";"30";"turtlesim2.sim";"1729242328.209338224";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.632282])";"30";"turtlesim3.sim";"1729242328.200436307";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.632282])";"30";"turtlesim2.sim";"1729242328.193694967";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.634686])";"30";"turtlesim3.sim";"1729242328.184509626";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.634686])";"30";"turtlesim2.sim";"1729242328.177478539";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.637090])";"30";"turtlesim3.sim";"1729242328.168489825";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.637090])";"30";"turtlesim2.sim";"1729242328.161385161";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.639493])";"30";"turtlesim3.sim";"1729242328.152728599";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.639493])";"30";"turtlesim2.sim";"1729242328.145356933";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.641897])";"30";"turtlesim3.sim";"1729242328.136438357";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.641897])";"30";"turtlesim2.sim";"1729242328.129508757";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.644301])";"30";"turtlesim3.sim";"1729242328.120362138";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.644301])";"30";"turtlesim2.sim";"1729242328.113258826";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.646704])";"30";"turtlesim3.sim";"1729242328.104523257";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.646704])";"30";"turtlesim2.sim";"1729242328.097250928";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.649108])";"30";"turtlesim3.sim";"1729242328.088171787";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.649108])";"30";"turtlesim2.sim";"1729242328.081285299";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.651512])";"30";"turtlesim3.sim";"1729242328.071873090";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.651512])";"30";"turtlesim2.sim";"1729242328.064919460";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.653915])";"30";"turtlesim3.sim";"1729242328.056419233";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.653915])";"30";"turtlesim2.sim";"1729242328.049402883";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.656319])";"30";"turtlesim3.sim";"1729242327.688309786";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.656319])";"30";"turtlesim2.sim";"1729242327.681591186";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.658723])";"30";"turtlesim3.sim";"1729242327.672372821";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.658723])";"30";"turtlesim2.sim";"1729242327.665020381";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.661126])";"30";"turtlesim3.sim";"1729242327.656614896";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.661126])";"30";"turtlesim2.sim";"1729242327.649309305";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.663530])";"30";"turtlesim3.sim";"1729242327.640778942";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.663530])";"30";"turtlesim2.sim";"1729242327.633485035";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.665934])";"30";"turtlesim3.sim";"1729242327.623981113";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.665934])";"30";"turtlesim2.sim";"1729242327.617186195";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.668337])";"30";"turtlesim3.sim";"1729242327.608669785";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.668337])";"30";"turtlesim2.sim";"1729242327.601443461";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.670741])";"30";"turtlesim3.sim";"1729242327.592087805";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.670741])";"30";"turtlesim2.sim";"1729242327.585777014";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.673145])";"30";"turtlesim3.sim";"1729242327.576627714";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.673145])";"30";"turtlesim2.sim";"1729242327.569376612";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.675548])";"30";"turtlesim3.sim";"1729242327.560628658";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.675548])";"30";"turtlesim2.sim";"1729242327.553254689";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.677952])";"30";"turtlesim3.sim";"1729242327.544419935";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.677952])";"30";"turtlesim2.sim";"1729242327.537372756";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.680356])";"30";"turtlesim3.sim";"1729242327.528114903";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.680356])";"30";"turtlesim2.sim";"1729242327.521559187";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.682759])";"30";"turtlesim3.sim";"1729242327.512678931";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.682759])";"30";"turtlesim2.sim";"1729242327.505550753";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.685163])";"30";"turtlesim3.sim";"1729242327.496370076";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.685163])";"30";"turtlesim2.sim";"1729242327.489847356";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.687567])";"30";"turtlesim3.sim";"1729242327.480467530";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.687567])";"30";"turtlesim2.sim";"1729242327.473329001";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.689970])";"30";"turtlesim3.sim";"1729242327.464585953";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.689970])";"30";"turtlesim2.sim";"1729242327.457106516";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.692374])";"30";"turtlesim3.sim";"1729242327.448593720";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.692374])";"30";"turtlesim2.sim";"1729242327.441789184";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.694778])";"30";"turtlesim3.sim";"1729242327.432122831";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.694778])";"30";"turtlesim2.sim";"1729242327.425295664";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.697181])";"30";"turtlesim3.sim";"1729242327.416473165";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.697181])";"30";"turtlesim2.sim";"1729242327.409349333";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.699585])";"30";"turtlesim3.sim";"1729242327.400611842";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.699585])";"30";"turtlesim2.sim";"1729242327.393527893";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.701989])";"30";"turtlesim3.sim";"1729242327.384800798";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.701989])";"30";"turtlesim2.sim";"1729242327.377666352";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.704392])";"30";"turtlesim3.sim";"1729242327.368363469";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.704392])";"30";"turtlesim2.sim";"1729242327.360952843";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.706796])";"30";"turtlesim3.sim";"1729242327.352523822";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.706796])";"30";"turtlesim2.sim";"1729242327.345257458";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.709200])";"30";"turtlesim3.sim";"1729242327.336165196";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.709200])";"30";"turtlesim2.sim";"1729242327.329806953";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.711603])";"30";"turtlesim3.sim";"1729242327.320710391";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.711603])";"30";"turtlesim2.sim";"1729242327.313197745";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.714007])";"30";"turtlesim3.sim";"1729242327.304707328";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.714007])";"30";"turtlesim2.sim";"1729242327.297170474";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.716411])";"30";"turtlesim3.sim";"1729242327.287908481";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.716411])";"30";"turtlesim2.sim";"1729242327.281242214";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.718814])";"30";"turtlesim3.sim";"1729242327.272073326";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.718814])";"30";"turtlesim2.sim";"1729242327.265287565";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.721218])";"30";"turtlesim3.sim";"1729242327.256335298";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.721218])";"30";"turtlesim2.sim";"1729242327.249344306";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.723622])";"30";"turtlesim3.sim";"1729242327.239913651";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.723622])";"30";"turtlesim2.sim";"1729242327.233556535";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.726025])";"30";"turtlesim3.sim";"1729242327.224019902";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.726025])";"30";"turtlesim2.sim";"1729242327.217112294";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.728429])";"30";"turtlesim3.sim";"1729242327.208321869";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.728429])";"30";"turtlesim2.sim";"1729242327.201233862";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.730833])";"30";"turtlesim3.sim";"1729242327.192648221";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.730833])";"30";"turtlesim2.sim";"1729242327.185538089";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.733236])";"30";"turtlesim3.sim";"1729242327.176612380";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.733236])";"30";"turtlesim2.sim";"1729242327.169700144";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.735640])";"30";"turtlesim3.sim";"1729242327.159724932";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.735640])";"30";"turtlesim2.sim";"1729242327.152757513";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.738044])";"30";"turtlesim3.sim";"1729242327.143842133";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.738044])";"30";"turtlesim2.sim";"1729242327.137767011";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.740447])";"30";"turtlesim3.sim";"1729242327.128073790";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.740447])";"30";"turtlesim2.sim";"1729242327.121740771";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.742851])";"30";"turtlesim3.sim";"1729242327.112473025";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.742851])";"30";"turtlesim2.sim";"1729242327.105273232";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.745255])";"30";"turtlesim3.sim";"1729242327.096343104";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.745255])";"30";"turtlesim2.sim";"1729242327.089518279";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.747658])";"30";"turtlesim3.sim";"1729242327.080475362";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.747658])";"30";"turtlesim2.sim";"1729242327.073597523";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.750062])";"30";"turtlesim3.sim";"1729242327.063835002";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.750062])";"30";"turtlesim2.sim";"1729242327.057547043";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.752466])";"30";"turtlesim3.sim";"1729242327.048689977";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.752466])";"30";"turtlesim2.sim";"1729242327.040968833";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.754869])";"30";"turtlesim3.sim";"1729242327.032877367";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.754869])";"30";"turtlesim2.sim";"1729242327.025848598";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.757273])";"30";"turtlesim3.sim";"1729242327.016067640";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.757273])";"30";"turtlesim2.sim";"1729242327.009698629";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.759677])";"30";"turtlesim3.sim";"1729242327.000096299";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120799, y=1.759677])";"30";"turtlesim2.sim";"1729242326.993590909";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120327, y=1.762080])";"30";"turtlesim3.sim";"1729242326.984278427";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120327, y=1.762080])";"30";"turtlesim2.sim";"1729242326.977066978";"./src/turtle.cpp:update:260"
